Entity,Code,Year,Employment (total) per 1000 people
Finland,FIN,2017,25.217197
Finland,FIN,2018,26.779247
Finland,FIN,2019,27.908886
Finland,FIN,2020,23.275295
France,FRA,2006,15.629863
France,FRA,2007,20.161804
France,FRA,2008,19.63027
France,FRA,2009,19.620474
France,FRA,2010,19.735905
France,FRA,2011,19.83265
France,FRA,2012,19.84449
France,FRA,2013,19.681242
France,FRA,2014,19.726854
France,FRA,2015,19.903618
France,FRA,2016,20.336168
France,FRA,2017,20.994919
France,FRA,2018,21.285728
France,FRA,2019,23.226795
France,FRA,2020,20.783173
French Polynesia,PYF,2009,37.25575
French Polynesia,PYF,2010,35.726494
French Polynesia,PYF,2011,34.734905
French Polynesia,PYF,2012,34.093884
French Polynesia,PYF,2013,34.0859
French Polynesia,PYF,2014,34.835106
French Polynesia,PYF,2015,35.065594
French Polynesia,PYF,2016,35.428135
French Polynesia,PYF,2017,37.569046
French Polynesia,PYF,2018,38.640526
French Polynesia,PYF,2019,39.368767
French Polynesia,PYF,2020,32.788513
French Polynesia,PYF,2021,36.179688
Georgia,GEO,2000,6.4006753
Georgia,GEO,2001,5.13936
Georgia,GEO,2002,5.466463
Georgia,GEO,2003,5.0524836
Georgia,GEO,2004,9.626808
Georgia,GEO,2005,9.492114
Georgia,GEO,2006,8.820839
Georgia,GEO,2007,8.626701
Georgia,GEO,2008,10.206972
Georgia,GEO,2009,10.790612
Georgia,GEO,2010,11.858736
Georgia,GEO,2011,14.025293
Georgia,GEO,2012,15.556438
Georgia,GEO,2013,14.210155
Georgia,GEO,2014,23.872406
Georgia,GEO,2015,24.76708
Georgia,GEO,2016,27.233347
Georgia,GEO,2017,29.507645
Germany,DEU,2009,26.946384
Germany,DEU,2010,27.252611
Germany,DEU,2011,28.235132
Germany,DEU,2012,27.834743
Germany,DEU,2013,27.017433
Germany,DEU,2014,29.267462
Germany,DEU,2015,30.232756
Germany,DEU,2016,31.718142
Germany,DEU,2017,26.217447
Germany,DEU,2018,26.519754
Germany,DEU,2019,25.858665
Germany,DEU,2020,19.409811
Ghana,GHA,2006,7.9225616
Ghana,GHA,2007,8.68893
Ghana,GHA,2008,9.660409
Ghana,GHA,2009,10.540758
Ghana,GHA,2010,11.378423
Ghana,GHA,2011,9.883255
Ghana,GHA,2012,10.685527
Ghana,GHA,2013,11.589217
Ghana,GHA,2014,12.554813
Ghana,GHA,2015,13.577663
Ghana,GHA,2016,14.820179
Ghana,GHA,2017,16.113947
Ghana,GHA,2018,17.589523
Ghana,GHA,2019,17.352798
Ghana,GHA,2020,7.1472073
Greece,GRC,2002,22.59607
Greece,GRC,2003,22.944267
Greece,GRC,2004,25.00061
Greece,GRC,2005,25.210443
Greece,GRC,2006,27.347502
Greece,GRC,2007,26.878172
Greece,GRC,2008,25.41416
Greece,GRC,2009,25.193443
Greece,GRC,2010,24.034122
Greece,GRC,2011,22.892008
Greece,GRC,2012,21.241446
Greece,GRC,2013,20.582777
Greece,GRC,2014,24.597786
Greece,GRC,2015,26.284843
Greece,GRC,2016,28.771309
Greece,GRC,2017,29.537868
Greece,GRC,2018,30.131826
Greece,GRC,2019,32.845615
Greece,GRC,2020,29.640709
Greece,GRC,2021,30.690676
Honduras,HND,2006,19.21899
Honduras,HND,2007,18.921158
Honduras,HND,2008,20.785566
Honduras,HND,2009,21.130056
Honduras,HND,2010,23.121698
Honduras,HND,2011,21.293104
Honduras,HND,2012,20.415428
Honduras,HND,2013,23.25723
Honduras,HND,2014,23.050333
Honduras,HND,2015,26.486603
Honduras,HND,2016,26.213434
Honduras,HND,2017,27.40254
Honduras,HND,2018,31.369814
Honduras,HND,2019,27.597513
Honduras,HND,2020,27.86354
Honduras,HND,2021,22.51335
Hong Kong,HKG,2000,17.084633
Hong Kong,HKG,2001,17.496042
Hong Kong,HKG,2002,20.733418
Hong Kong,HKG,2003,20.32974
Hong Kong,HKG,2004,22.267216
Hong Kong,HKG,2005,23.785936
Hong Kong,HKG,2006,25.285177
Hong Kong,HKG,2007,27.422884
Hong Kong,HKG,2008,27.940596
Hong Kong,HKG,2009,27.091026
Hong Kong,HKG,2010,30.157995
Hong Kong,HKG,2011,32.876354
Hong Kong,HKG,2012,34.66932
Hong Kong,HKG,2013,37.05724
Hong Kong,HKG,2014,36.90062
Hong Kong,HKG,2015,35.933186
Hong Kong,HKG,2016,34.938488
Hong Kong,HKG,2017,34.44344
Hong Kong,HKG,2018,34.337746
Hong Kong,HKG,2019,30.815939
Hong Kong,HKG,2020,6.479175
Hungary,HUN,2005,24.740078
Hungary,HUN,2006,31.536345
Hungary,HUN,2007,31.767809
Hungary,HUN,2008,20.547398
Hungary,HUN,2009,28.009766
Hungary,HUN,2010,29.190138
Hungary,HUN,2011,30.183819
Hungary,HUN,2012,29.749853
Hungary,HUN,2013,28.69504
Hungary,HUN,2014,31.276848
Hungary,HUN,2015,35.140614
Hungary,HUN,2016,36.151825
Hungary,HUN,2017,35.504456
Hungary,HUN,2018,34.413727
Hungary,HUN,2019,35.5607
Hungary,HUN,2020,32.548042
Hungary,HUN,2021,33.2994
Iceland,ISL,2005,28.615963
Iceland,ISL,2006,29.268036
Iceland,ISL,2007,29.179853
Iceland,ISL,2008,39.65731
Iceland,ISL,2009,36.69909
Iceland,ISL,2010,39.265453
Iceland,ISL,2011,42.592106
Iceland,ISL,2012,46.41918
Iceland,ISL,2013,50.61166
Iceland,ISL,2014,55.547077
Iceland,ISL,2015,62.826973
Iceland,ISL,2016,74.17845
Iceland,ISL,2017,80.607376
Iceland,ISL,2018,82.73103
Iceland,ISL,2019,75.94508
Iceland,ISL,2020,52.08873
Iceland,ISL,2021,51.304485
India,IND,2013,22.703758
India,IND,2014,23.223974
India,IND,2015,23.82215
India,IND,2016,24.665104
India,IND,2017,23.409065
India,IND,2018,24.162706
India,IND,2019,21.893164
India,IND,2020,21.257286
Indonesia,IDN,2006,0.98146045
Indonesia,IDN,2007,0.8498742
Indonesia,IDN,2008,1.0406135
Indonesia,IDN,2009,1.03618
Indonesia,IDN,2010,1.0704209
Indonesia,IDN,2011,1.1347647
Indonesia,IDN,2012,1.1717563
Indonesia,IDN,2013,1.214012
Indonesia,IDN,2014,1.2726859
Indonesia,IDN,2015,1.2856438
Indonesia,IDN,2016,1.29998
Indonesia,IDN,2019,10.830807
Indonesia,IDN,2020,9.433234
Israel,ISR,2005,3.6987727
Israel,ISR,2006,4.490286
Israel,ISR,2007,20.785364
Israel,ISR,2008,21.895447
Israel,ISR,2009,22.250916
Israel,ISR,2010,27.481977
Israel,ISR,2011,31.448774
Israel,ISR,2012,26.000715
Israel,ISR,2013,27.57978
Israel,ISR,2014,28.217733
Israel,ISR,2015,16.783684
Israel,ISR,2016,16.546116
Israel,ISR,2017,17.12548
Israel,ISR,2018,16.720892
Israel,ISR,2019,17.414192
Israel,ISR,2020,13.439929
Israel,ISR,2021,12.157226
Japan,JPN,2008,31.143808
Japan,JPN,2009,30.684603
Japan,JPN,2010,31.005207
Japan,JPN,2011,30.868519
Japan,JPN,2012,30.887201
Japan,JPN,2013,31.406908
Japan,JPN,2014,32.476517
Japan,JPN,2015,43.92895
Japan,JPN,2016,44.99761
Japan,JPN,2017,43.579918
Japan,JPN,2018,45.7612
Japan,JPN,2019,46.81192
Jordan,JOR,2005,5.1745687
Jordan,JOR,2006,5.112788
Jordan,JOR,2007,5.3147774
Jordan,JOR,2008,5.723909
Jordan,JOR,2009,5.9128313
Jordan,JOR,2010,6.04594
Jordan,JOR,2011,6.0201297
Jordan,JOR,2012,6.0931525
Jordan,JOR,2013,6.2899475
Jordan,JOR,2014,5.612593
Jordan,JOR,2015,5.1711297
Jordan,JOR,2016,5.057875
Jordan,JOR,2017,5.018901
Jordan,JOR,2018,4.9283624
Jordan,JOR,2019,4.9994946
Jordan,JOR,2020,3.7607322
Jordan,JOR,2021,4.4132338
Kazakhstan,KAZ,2006,2.7049658
Kazakhstan,KAZ,2007,3.2175157
Kazakhstan,KAZ,2008,9.687265
Kazakhstan,KAZ,2009,11.034994
Kazakhstan,KAZ,2010,11.745362
Kazakhstan,KAZ,2011,7.417764
Kazakhstan,KAZ,2012,5.73588
Kazakhstan,KAZ,2013,5.8169923
Kazakhstan,KAZ,2014,6.1561036
Kazakhstan,KAZ,2015,6.2402205
Kazakhstan,KAZ,2016,6.300281
Kazakhstan,KAZ,2017,6.350048
Kazakhstan,KAZ,2018,6.4461837
Kazakhstan,KAZ,2019,6.48386
Kazakhstan,KAZ,2020,6.217316
Kazakhstan,KAZ,2021,6.1000805
Kiribati,KIR,2017,3.8379107
Kiribati,KIR,2019,4.0240803
Kiribati,KIR,2021,2.3276925
Kyrgyzstan,KGZ,2008,1.5009097
Kyrgyzstan,KGZ,2009,1.5034862
Kyrgyzstan,KGZ,2010,1.3381279
Kyrgyzstan,KGZ,2011,1.3970689
Kyrgyzstan,KGZ,2012,1.3901035
Kyrgyzstan,KGZ,2013,1.363741
Kyrgyzstan,KGZ,2014,1.4790798
Kyrgyzstan,KGZ,2015,1.4370282
Kyrgyzstan,KGZ,2016,2.7582526
Kyrgyzstan,KGZ,2017,3.234625
Kyrgyzstan,KGZ,2018,3.2939649
Kyrgyzstan,KGZ,2019,3.1469202
Kyrgyzstan,KGZ,2020,1.291853
Kyrgyzstan,KGZ,2021,2.6655464
Latvia,LVA,2011,29.995562
Latvia,LVA,2012,35.059784
Latvia,LVA,2013,34.211327
Latvia,LVA,2014,37.24441
Latvia,LVA,2015,37.049103
Latvia,LVA,2016,40.3349
Latvia,LVA,2017,38.57052
Latvia,LVA,2018,39.83195
Latvia,LVA,2019,39.44584
Latvia,LVA,2020,36.003136
Latvia,LVA,2021,32.658707
Lebanon,LBN,2011,64.55819
Lithuania,LTU,2005,10.813876
Lithuania,LTU,2006,12.424551
Lithuania,LTU,2007,14.30136
Lithuania,LTU,2008,13.708045
Lithuania,LTU,2009,13.11122
Lithuania,LTU,2010,12.997683
Lithuania,LTU,2011,13.033099
Lithuania,LTU,2012,13.188219
Lithuania,LTU,2013,13.90269
Lithuania,LTU,2014,15.392691
Lithuania,LTU,2015,15.622026
Lithuania,LTU,2016,16.08903
Lithuania,LTU,2017,16.285343
Lithuania,LTU,2018,17.036795
Lithuania,LTU,2019,18.040892
Lithuania,LTU,2020,15.920467
Macao,MAC,2005,52.391594
Macao,MAC,2006,51.78433
Macao,MAC,2007,177.19896
Macao,MAC,2008,183.14217
Macao,MAC,2009,181.31544
Macao,MAC,2010,183.1468
Macao,MAC,2011,198.6834
Macao,MAC,2012,215.98865
Macao,MAC,2013,223.63335
Macao,MAC,2014,231.72554
Macao,MAC,2015,236.65446
Macao,MAC,2016,240.34377
Macao,MAC,2017,238.17279
Macao,MAC,2018,239.4792
Macao,MAC,2019,239.42982
Macao,MAC,2020,213.96242
Madagascar,MDG,1995,0.9629295
Madagascar,MDG,1996,0.9573624
Madagascar,MDG,1997,0.9458747
Madagascar,MDG,1998,0.94177824
Madagascar,MDG,1999,0.99002695
Madagascar,MDG,2000,1.0396245
Madagascar,MDG,2001,1.0511283
Madagascar,MDG,2002,1.0221975
Madagascar,MDG,2003,1.048842
Madagascar,MDG,2004,1.0873511
Madagascar,MDG,2005,1.1274374
Madagascar,MDG,2006,1.1540905
Madagascar,MDG,2007,1.2169158
Madagascar,MDG,2008,1.2509754
Madagascar,MDG,2009,1.2927443
Madagascar,MDG,2010,1.3523966
Madagascar,MDG,2011,1.3964014
Madagascar,MDG,2012,1.4945849
Madagascar,MDG,2013,1.5558708
Madagascar,MDG,2014,1.5692117
Madagascar,MDG,2015,1.5848111
Madagascar,MDG,2016,1.6119163
Madagascar,MDG,2017,1.6998006
Madagascar,MDG,2018,1.7134422
Madagascar,MDG,2019,1.7215621
Madagascar,MDG,2020,1.4348888
Madagascar,MDG,2021,1.7610532
Malaysia,MYS,2010,72.94101
Malaysia,MYS,2011,84.92284
Malaysia,MYS,2012,86.49971
Malaysia,MYS,2013,88.80097
Malaysia,MYS,2014,93.44108
Malaysia,MYS,2015,93.302505
Malaysia,MYS,2016,100.9249
Malaysia,MYS,2017,103.47196
Malaysia,MYS,2018,107.13513
Malaysia,MYS,2019,108.57814
Malaysia,MYS,2020,104.1416
Malaysia,MYS,2021,104.8479
Mali,MLI,2012,1.7411166
Mali,MLI,2013,1.8279775
Mali,MLI,2014,1.801807
Martinique,MTQ,2006,25.773651
Martinique,MTQ,2011,27.056786
Martinique,MTQ,2012,27.240944
Martinique,MTQ,2013,27.40139
Martinique,MTQ,2014,27.425056
Martinique,MTQ,2018,31.485182
Martinique,MTQ,2019,31.704159
Martinique,MTQ,2020,32.127518
Martinique,MTQ,2021,32.2669
Mauritius,MUS,2006,20.397272
Mauritius,MUS,2007,20.935139
Mauritius,MUS,2008,22.811167
Mauritius,MUS,2009,21.642857
Mauritius,MUS,2010,21.616133
Mauritius,MUS,2011,22.24159
Mauritius,MUS,2012,22.639715
Mauritius,MUS,2013,22.793093
Mauritius,MUS,2014,22.932222
Mauritius,MUS,2015,22.915976
Mauritius,MUS,2016,23.804611
Mauritius,MUS,2017,24.008625
Mauritius,MUS,2018,24.214403
Mauritius,MUS,2019,24.338802
Mauritius,MUS,2020,24.85148
Mauritius,MUS,2021,21.447016
Mexico,MEX,1995,17.640099
Mexico,MEX,1996,17.59353
Mexico,MEX,1997,17.855719
Mexico,MEX,1998,18.505657
Mexico,MEX,1999,18.383408
Mexico,MEX,2000,18.476748
Mexico,MEX,2001,18.557486
Mexico,MEX,2002,17.989077
Mexico,MEX,2003,18.00073
Mexico,MEX,2004,17.94991
Mexico,MEX,2005,17.625946
Mexico,MEX,2006,17.60434
Mexico,MEX,2007,18.342875
Mexico,MEX,2008,18.927662
Mexico,MEX,2009,18.453882
Mexico,MEX,2010,18.466015
Mexico,MEX,2011,18.451504
Mexico,MEX,2012,18.41322
Mexico,MEX,2013,18.356821
Mexico,MEX,2014,18.360487
Mexico,MEX,2015,18.394655
Mexico,MEX,2016,18.450777
Mexico,MEX,2017,18.550446
Mexico,MEX,2018,18.42174
Mexico,MEX,2019,18.27304
